timestamp,hash,196 Albany,4101 White Plains Road,57 Cleveland Place,Bathgate Contract Postal Station,Bay Ridge 5th Avenue,Beach 39th,Bellevue Hospital,Belvis DTC,Bensonhurst 14th Avenue,Brooklyn Army Terminal,Canarsie Municipal Lot,Ida G. Israel CHC,Co-op City Retail Space,Coney Island Hospital,Jonathan Williams Houses,Vanderbilt,Woodside Houses,Cumberland DTC,Edward Grant,Elmhurst Hospital,East New York DTC,Fort Hamilton,Gouverneur Healthcare,Greenbelt Recreation Center,Harlem Hospital Center,Highbridge Pool,Jacobi Medical Center,JFK Airport,Kew Gardens,Kings County Hospital,LaGuardia Airport,Lefferts,Lincoln Medical Center,Mariners Harbor Library,Metropolitan Hospital,Midwood,Morrisania DTC,Mt. Loretto Sportsplex,North Central Bronx Hospital,Northern Boulevard,Old Broadway,Queens Hospital Center,Rain Boston Road Senior Center,Red Hook Recreation Center,Sorreno Recreation Center,St. Albans,St. George Ferry Terminal,St. James Recreation Center,Starret City,Dyckman Clinica de Las Americas,St. Nicholas CHC,Sydenham Health Center,Tremont CHC,Windsor Park Library,Woodhull Medical Center
2020-12-16T19:33:09.206Z,8529dd3b809aac07b6b70a6d8f183e12,0,0,0-30,0,0-30,90-120,90-120,NR,30-60,30-60,0-30,NR,0-30,0-30,30-60,NR,NR,30-60,NR,60-90,0-30,0,60-90,NR,60-90,NR,NR,NR,60-90,>120,0-30,60-90,0-30,0-30,30-60,60-90,30-60,30-60,60-90,NR,0,30-60,0-30,60-90,NR,NR,30-60,NR,0,NR,NR,NR,NR,30-60,NR
2020-12-16T19:44:26.693Z,062e842dc7cbfda2d16b70db97875372,0,0,0-30,0,0-30,90-120,90-120,NR,30-60,30-60,0-30,NR,0-30,0-30,30-60,NR,NR,30-60,NR,30-60,0-30,0,60-90,NR,60-90,NR,NR,NR,60-90,>120,0-30,60-90,0-30,0-30,30-60,60-90,30-60,30-60,60-90,NR,0,30-60,0-30,60-90,NR,NR,30-60,NR,0,NR,NR,NR,NR,30-60,NR
2020-12-16T20:51:45.105Z,2626c559a5bef44ab2f544b6a4afa50e,0,0,0-30,0,0-30,90-120,90-120,NR,30-60,30-60,0-30,NR,0-30,0-30,30-60,NR,NR,30-60,NR,30-60,0-30,0,60-90,NR,60-90,NR,NR,NR,60-90,>120,0-30,30-60,0-30,0-30,30-60,60-90,30-60,30-60,60-90,NR,0,30-60,0-30,60-90,NR,NR,30-60,NR,0,NR,NR,NR,NR,30-60,NR
2020-12-16T21:23:05.361Z,cb91714ae4b4b8590fd416f6c67f8d29,0,0,0-30,0,0-30,90-120,90-120,NR,30-60,30-60,0-30,NR,0-30,0-30,30-60,NR,NR,30-60,NR,30-60,0-30,0,60-90,NR,60-90,NR,NR,NR,60-90,>120,0-30,30-60,0-30,0-30,30-60,60-90,30-60,30-60,60-90,NR,0,30-60,0-30,60-90,NR,NR,30-60,NR,0,NR,NR,NR,NR,30-60,NR
2020-12-16T21:52:05.226Z,9f64f281305c08072faba56a6cd7f3c7,0,0,0-30,0,0-30,90-120,90-120,NR,30-60,30-60,0-30,NR,0-30,0-30,30-60,NR,NR,30-60,NR,30-60,0-30,0,60-90,NR,60-90,NR,NR,NR,60-90,>120,0-30,30-60,0-30,0-30,30-60,60-90,30-60,30-60,30-60,NR,0,30-60,0-30,60-90,NR,NR,30-60,NR,0,NR,NR,NR,NR,30-60,NR
2020-12-17T13:20:33.520Z,02253e0911eb749a304bc6dc2dd54be8,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2020-12-17T13:56:30.491Z,4e4e0480320aa6299f51ec3cb6eb9145,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,30-60,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2020-12-17T15:27:29.395Z,2f3c2778639cdffd1dadee7958effdc6,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2020-12-17T16:47:12.949Z,79a7ac23c0dfb55d4bbba4d4b9a94688,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30
2020-12-17T17:17:27.593Z,95827e724fdd31fd7491454148d42031,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,NR,NR,NR,NR,NR,60-90,0,NR,NR,NR,NR,NR,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,NR,NR,NR,NR,NR,NR,NR,0-30
2020-12-17T17:48:22.038Z,46ffae787706c2fe58e011342b52490c,0,NR,NR,NR,NR,NR,>120,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,NR,NR,60-90,NR,30-60,NR,NR,NR,60-90,NR,30-60,0,NR,NR,NR,NR,30-60,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,NR,30-60,NR,NR,NR,NR,NR,0-30
2020-12-17T18:01:54.892Z,e43a870d874cb69ade7c74cf6c8d4a3f,0-30,NR,NR,NR,NR,NR,>120,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,90-120,NR,60-90,NR,30-60,NR,NR,NR,>120,NR,30-60,0,NR,NR,NR,NR,30-60,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,NR,30-60,NR,NR,NR,NR,NR,0-30
2020-12-17T18:28:56.727Z,4576fcd1424b38e5816a28a360339bb5,0-30,NR,NR,NR,NR,NR,>120,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,90-120,NR,60-90,NR,30-60,NR,NR,30-60,>120,NR,30-60,0,NR,30-60,NR,NR,30-60,NR,NR,0,0-30,NR,NR,NR,NR,30-60,NR,30-60,NR,NR,NR,NR,NR,0-30
2020-12-17T18:52:54.862Z,9555130e39fda01e0a3dac82d21af641,0-30,NR,NR,NR,NR,NR,>120,NR,30-60,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,30-60,90-120,NR,60-90,NR,30-60,NR,NR,30-60,>120,NR,30-60,0,NR,30-60,NR,NR,30-60,NR,NR,0,0-30,NR,NR,NR,NR,30-60,NR,30-60,NR,NR,NR,NR,0,60-90
2020-12-17T19:03:58.505Z,c5d4ad4a4fa11daf8d926770707b2a6c,0-30,NR,NR,NR,NR,NR,>120,NR,30-60,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,30-60,90-120,NR,60-90,NR,30-60,NR,NR,30-60,>120,NR,30-60,0,NR,30-60,NR,30-60,30-60,NR,NR,0,0-30,NR,NR,NR,NR,30-60,NR,30-60,NR,NR,NR,NR,0,60-90
2020-12-17T19:25:29.488Z,4202bf394e248a1742f9747819b8e299,0,30-60,NR,NR,0-30,NR,90-120,NR,30-60,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,30-60,90-120,NR,60-90,NR,60-90,NR,NR,60-90,>120,NR,60-90,0,NR,30-60,0-30,30-60,30-60,NR,NR,0-30,0-30,NR,0,NR,NR,30-60,NR,0-30,NR,NR,NR,NR,0,60-90
2020-12-17T19:39:50.111Z,5b6c4c963005888ff2e243f11403f11e,0,30-60,NR,NR,0-30,NR,90-120,NR,30-60,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,30-60,90-120,NR,60-90,NR,60-90,NR,NR,60-90,>120,NR,60-90,0,NR,30-60,0-30,30-60,30-60,NR,NR,0-30,0-30,NR,0,NR,NR,30-60,NR,0-30,NR,NR,NR,NR,0,60-90
2020-12-17T19:49:05.405Z,de16293fc39aa0afeb22e1d05018bc50,0,30-60,NR,NR,0-30,NR,90-120,NR,30-60,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,30-60,90-120,NR,60-90,60-90,60-90,NR,NR,60-90,>120,NR,60-90,0,NR,30-60,0-30,30-60,30-60,NR,NR,0-30,0-30,NR,0,NR,NR,30-60,0,0-30,NR,NR,NR,NR,0,60-90
2020-12-17T19:57:01.195Z,6d86d7a9d2253293134bbfeb65c5e426,0,30-60,NR,NR,0-30,NR,90-120,NR,30-60,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,30-60,90-120,NR,60-90,60-90,60-90,NR,NR,60-90,>120,NR,60-90,0,NR,30-60,0-30,30-60,30-60,NR,0-30,0-30,0-30,NR,0,NR,NR,30-60,0,0-30,NR,NR,NR,NR,0,60-90
2020-12-17T20:22:15.377Z,465ca537e08acb64e37c139aed5efc38,0-30,30-60,NR,NR,0-30,NR,90-120,NR,30-60,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,30-60,90-120,NR,60-90,60-90,60-90,NR,NR,60-90,>120,NR,60-90,0,NR,30-60,90-120,30-60,30-60,NR,0-30,0-30,0-30,NR,0,NR,NR,30-60,0,0-30,NR,NR,NR,NR,0,60-90
2020-12-17T20:45:47.444Z,bbc4ff186e3bb453d042c94db2f2a433,0-30,30-60,NR,NR,0-30,NR,90-120,NR,30-60,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,60-90,NR,60-90,60-90,60-90,NR,NR,60-90,>120,NR,60-90,0,NR,30-60,90-120,30-60,30-60,NR,0-30,0-30,0-30,NR,0,NR,NR,30-60,0,0-30,NR,NR,NR,NR,30-60,60-90
2020-12-17T20:53:51.041Z,a1361326986744fb28e4191ee0e662e2,0-30,30-60,NR,NR,0-30,NR,90-120,NR,30-60,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,60-90,NR,60-90,60-90,60-90,NR,NR,60-90,>120,NR,60-90,0,NR,30-60,90-120,30-60,30-60,NR,0-30,0-30,0-30,0,0,NR,NR,30-60,0,0-30,NR,NR,NR,NR,30-60,60-90
2020-12-17T21:07:41.154Z,492f26ccba0b2bc02b360a79b5232b8e,0,30-60,NR,NR,60-90,NR,90-120,NR,30-60,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,60-90,NR,60-90,60-90,60-90,NR,NR,60-90,>120,NR,60-90,0,NR,30-60,90-120,30-60,30-60,NR,0-30,0-30,0-30,0,0,NR,NR,30-60,0,0,NR,NR,NR,NR,30-60,60-90
2020-12-17T21:29:08.187Z,910b38e3dd98acf426a15e438defebe3,0,30-60,NR,NR,60-90,NR,90-120,NR,30-60,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,60-90,NR,60-90,60-90,60-90,NR,NR,90-120,>120,NR,60-90,0,NR,30-60,90-120,30-60,30-60,NR,0-30,0-30,0-30,0,0,NR,NR,30-60,0,0,NR,NR,NR,NR,30-60,60-90
2020-12-17T21:47:30.756Z,ebbfd884398671341e235d062a23be2c,0,30-60,NR,NR,60-90,NR,90-120,NR,30-60,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,60-90,NR,60-90,60-90,60-90,NR,0-30,90-120,>120,NR,60-90,0,NR,30-60,90-120,30-60,30-60,NR,0-30,0-30,0,0,0,NR,NR,60-90,0,0,NR,NR,NR,NR,30-60,60-90
2020-12-17T21:57:22.349Z,993d29e1ab9efe55d31cfb013a951163,0,30-60,NR,NR,60-90,NR,0-30,NR,30-60,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,60-90,NR,60-90,60-90,60-90,NR,0-30,90-120,>120,NR,60-90,0,NR,30-60,90-120,30-60,30-60,NR,0-30,0-30,0,0,0,NR,NR,60-90,0,0,NR,NR,NR,NR,30-60,60-90
2020-12-17T22:29:35.345Z,60860d580cbef666ea78294b32d14729,0,60-90,NR,NR,60-90,NR,0-30,NR,30-60,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,60-90,NR,60-90,60-90,60-90,NR,0-30,90-120,>120,NR,60-90,0,NR,30-60,90-120,30-60,30-60,NR,0-30,0-30,0,0,0,NR,NR,60-90,0,0,NR,NR,NR,NR,30-60,60-90
2020-12-17T22:52:33.225Z,c7ea0d9e482b9d104e8797976551bbb7,0,60-90,NR,NR,60-90,NR,0-30,NR,30-60,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,60-90,NR,60-90,60-90,60-90,NR,0-30,90-120,>120,NR,60-90,0,NR,30-60,90-120,30-60,30-60,NR,0-30,0-30,0,0,0,NR,NR,60-90,0,0,NR,NR,NR,NR,60-90,60-90
2020-12-17T23:02:32.279Z,f61aa1f20a20ff35f64e32f0370fca75,0,60-90,NR,NR,60-90,NR,0-30,NR,30-60,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,60-90,NR,60-90,60-90,60-90,NR,0-30,90-120,>120,NR,60-90,0,NR,30-60,90-120,30-60,30-60,NR,0-30,0-30,0,0,0,NR,NR,60-90,0,0,NR,NR,NR,NR,60-90,60-90
2020-12-18T13:02:17.291Z,d1624a50cdd9b325a9e2de2959889dc2,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2020-12-18T13:31:55.647Z,4e7a392067f44a4915febd76f90f97a3,NR,NR,0,NR,NR,NR,>120,NR,0-30,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,60-90,NR,NR,NR,NR,NR,NR,NR,NR,0-30,30-60,NR,0,NR,0-30,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,NR,NR,NR,NR,NR,NR,NR,NR
2020-12-18T13:47:52.794Z,e105917185d3f6852572ae3ac2d8c30f,0,NR,0,NR,NR,NR,>120,NR,0-30,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,60-90,NR,NR,NR,NR,NR,NR,NR,NR,0-30,30-60,NR,0,NR,0-30,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,NR,NR,NR,NR,NR,NR,NR,NR
2020-12-18T14:30:31.510Z,fe94588c8f3bae958c5034140a2f1a3c,0,0,0,NR,NR,NR,>120,NR,0-30,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,60-90,NR,NR,NR,60-90,30-60,NR,NR,0-30,0-30,30-60,NR,0,NR,0-30,NR,60-90,NR,NR,0-30,0-30,NR,NR,NR,NR,NR,NR,0-30,NR,NR,NR,NR,NR,NR,NR,NR
2020-12-18T14:47:48.312Z,0fb0f4513db168e8773920f9b4a5f70d,0-30,0,0,NR,NR,NR,>120,NR,0-30,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,60-90,30-60,NR,NR,60-90,30-60,60-90,NR,0-30,0-30,30-60,NR,0,NR,0-30,NR,60-90,NR,NR,0-30,0-30,NR,NR,NR,NR,NR,NR,0-30,NR,NR,NR,NR,NR,NR,30-60,NR
2020-12-18T14:58:37.245Z,44543e352b291449bd752ef8a18f49a2,0-30,0,0,NR,NR,NR,>120,NR,0-30,NR,0,NR,30-60,0-30,NR,NR,NR,NR,NR,60-90,30-60,NR,NR,60-90,30-60,60-90,NR,0-30,0-30,30-60,NR,0,NR,0-30,NR,60-90,30-60,30-60,0-30,0-30,NR,NR,0,NR,NR,NR,0-30,NR,NR,NR,NR,NR,NR,30-60,NR
2020-12-18T15:28:59.558Z,252083e462f6d8949551c6f177466ab0,0,0-30,0-30,NR,30-60,NR,90-120,NR,30-60,NR,0,NR,30-60,0-30,NR,NR,NR,NR,NR,30-60,30-60,NR,0-30,90-120,30-60,60-90,NR,0-30,30-60,30-60,NR,30-60,0-30,0-30,0-30,60-90,30-60,30-60,0-30,0-30,NR,0,0,30-60,NR,NR,0-30,NR,NR,NR,NR,NR,NR,30-60,NR
2020-12-18T15:52:59.342Z,35375c1fa77105e630faa150f487bafb,0,0-30,0,NR,30-60,NR,90-120,NR,30-60,NR,0,NR,30-60,0-30,30-60,NR,NR,NR,NR,30-60,30-60,NR,0-30,90-120,30-60,60-90,NR,0-30,30-60,30-60,NR,30-60,0-30,0-30,0-30,60-90,30-60,30-60,0-30,0-30,NR,0,0,30-60,NR,NR,0-30,NR,0-30,NR,NR,NR,NR,30-60,NR
2020-12-18T16:09:02.955Z,dfdedc279c92d1514ef271cb2351be4b,0,0-30,0,NR,30-60,NR,90-120,NR,30-60,NR,0,NR,30-60,0-30,30-60,NR,NR,NR,NR,30-60,30-60,NR,0-30,90-120,30-60,60-90,NR,0-30,30-60,30-60,NR,30-60,0-30,0-30,0-30,60-90,30-60,30-60,0-30,0-30,NR,0,0,30-60,NR,NR,0-30,NR,0-30,NR,NR,NR,NR,30-60,NR
2020-12-18T16:57:07.945Z,d41036478460c615c331a879900aeccb,0,0-30,0,NR,30-60,NR,90-120,NR,30-60,NR,0,NR,30-60,0-30,30-60,NR,NR,NR,NR,30-60,30-60,60-90,0-30,90-120,30-60,60-90,NR,0-30,30-60,30-60,NR,30-60,0-30,0-30,0-30,60-90,30-60,60-90,0-30,0-30,NR,0,0,30-60,NR,NR,0-30,NR,0-30,NR,NR,NR,NR,60-90,NR
2020-12-18T17:41:33.608Z,84edf8417e9c4eeb2bad5541aa832669,0,0-30,0,NR,60-90,NR,90-120,NR,30-60,NR,0-30,NR,30-60,0-30,30-60,NR,NR,NR,NR,30-60,30-60,60-90,0-30,90-120,30-60,>120,NR,0-30,30-60,30-60,NR,30-60,0-30,0-30,0-30,90-120,30-60,90-120,0-30,0-30,NR,0,0,30-60,NR,NR,0-30,NR,0-30,NR,NR,NR,NR,60-90,NR
2020-12-18T18:02:23.562Z,523379b53bc5246311454b593cd6d7f5,0,0-30,0,NR,60-90,NR,90-120,NR,30-60,NR,0-30,NR,30-60,0-30,30-60,NR,NR,NR,NR,30-60,60-90,60-90,0-30,90-120,30-60,>120,NR,0-30,60-90,60-90,NR,30-60,0-30,0,0-30,90-120,30-60,90-120,0-30,0-30,NR,0,0,30-60,NR,NR,0-30,NR,0-30,NR,NR,NR,NR,60-90,NR
2020-12-18T18:33:27.635Z,cca14b74c3b8ed0a02213795320fe493,0,0-30,0,NR,60-90,NR,90-120,NR,30-60,NR,0-30,NR,30-60,0-30,30-60,NR,NR,NR,NR,30-60,60-90,60-90,90-120,90-120,30-60,>120,NR,0-30,60-90,60-90,NR,30-60,0-30,0,0-30,90-120,30-60,90-120,0-30,0,NR,0,0,30-60,NR,NR,0-30,NR,0-30,NR,NR,NR,NR,30-60,NR
2020-12-18T18:57:44.385Z,8e5bc8e36c5abf5aee75b89c5700948f,0-30,0-30,0,NR,60-90,NR,90-120,NR,30-60,NR,0-30,NR,30-60,0-30,30-60,NR,NR,NR,NR,30-60,60-90,60-90,90-120,90-120,30-60,>120,NR,0-30,60-90,60-90,NR,30-60,0-30,0,0-30,90-120,30-60,90-120,60-90,0,0,0,0,30-60,NR,NR,0-30,NR,0-30,NR,NR,NR,NR,30-60,NR
2020-12-18T19:25:48.935Z,58036911ed4892bac41370a23368cf38,0-30,0-30,0,NR,60-90,NR,90-120,NR,30-60,NR,0-30,NR,30-60,0-30,30-60,NR,NR,NR,NR,30-60,60-90,60-90,60-90,90-120,30-60,>120,NR,0-30,60-90,60-90,NR,30-60,0-30,0,0-30,60-90,30-60,90-120,60-90,0,0-30,0-30,0,0,NR,NR,0-30,NR,0-30,NR,NR,NR,NR,30-60,NR
2020-12-18T19:42:24.482Z,a51a1142c1496896a50fc2a3be1d592b,0-30,0-30,0,NR,60-90,90-120,90-120,NR,30-60,NR,0-30,NR,30-60,0-30,30-60,NR,NR,NR,NR,30-60,60-90,60-90,60-90,90-120,60-90,>120,NR,0-30,60-90,60-90,NR,60-90,0-30,0,0-30,60-90,30-60,90-120,60-90,0,0-30,0-30,0,0,NR,NR,0-30,NR,0-30,NR,NR,NR,NR,30-60,NR
2020-12-18T19:51:36.250Z,8b8345ff2763512708b814e636ee9772,0-30,0-30,0,NR,60-90,90-120,90-120,NR,30-60,NR,0,NR,30-60,0-30,30-60,NR,NR,NR,NR,30-60,60-90,60-90,60-90,90-120,60-90,>120,NR,0-30,60-90,60-90,NR,60-90,0-30,0,0-30,60-90,30-60,90-120,60-90,0,0-30,0-30,0,0,NR,NR,0-30,NR,0-30,NR,NR,NR,NR,30-60,NR
2020-12-18T20:01:01.611Z,e194732e40ada2da080c8006d8f18530,0-30,0-30,0,NR,60-90,90-120,90-120,NR,30-60,NR,0,NR,30-60,0-30,30-60,NR,NR,NR,NR,30-60,60-90,60-90,60-90,90-120,60-90,>120,NR,0-30,60-90,60-90,NR,60-90,0-30,30-60,0-30,60-90,30-60,30-60,60-90,0,0-30,0-30,0,0,NR,NR,0-30,NR,0-30,NR,NR,NR,NR,30-60,NR
2020-12-18T20:27:52.387Z,1bca1a25b7d0a2845e8634f358815500,0-30,0-30,0,NR,60-90,90-120,90-120,NR,30-60,NR,0,NR,30-60,0-30,30-60,NR,NR,NR,NR,30-60,60-90,60-90,60-90,90-120,60-90,>120,NR,0-30,60-90,60-90,NR,60-90,0-30,30-60,0-30,60-90,30-60,30-60,60-90,0,0-30,0-30,0,0,NR,NR,30-60,NR,0-30,NR,NR,NR,NR,30-60,60-90
2020-12-18T20:44:52.294Z,0d8c47438e3cdda59538c1d374061ee9,0-30,0-30,0,NR,60-90,90-120,90-120,NR,30-60,NR,0,NR,30-60,0-30,30-60,NR,NR,NR,NR,30-60,60-90,60-90,60-90,90-120,60-90,>120,NR,0-30,60-90,60-90,NR,60-90,0-30,30-60,0-30,60-90,30-60,30-60,60-90,0,0-30,0-30,0,0,NR,NR,30-60,NR,0-30,NR,NR,NR,NR,30-60,60-90
2020-12-18T20:52:56.074Z,3ac3ad349326c7ce531df0c6524994b8,0-30,0-30,0,NR,60-90,90-120,90-120,NR,30-60,NR,0,NR,0-30,0-30,30-60,NR,NR,NR,NR,30-60,60-90,60-90,60-90,90-120,60-90,>120,NR,0-30,60-90,60-90,NR,60-90,0-30,30-60,0-30,60-90,30-60,30-60,60-90,0,0-30,0-30,0,0,NR,NR,30-60,NR,0-30,NR,NR,NR,NR,30-60,60-90
2020-12-18T21:02:27.802Z,6ca635211aa390aa9a67c133095abe52,0-30,0-30,0,NR,60-90,90-120,90-120,NR,30-60,NR,0,NR,0-30,0-30,30-60,NR,NR,NR,NR,30-60,60-90,60-90,60-90,90-120,60-90,>120,NR,0-30,60-90,60-90,NR,60-90,0-30,30-60,0-30,60-90,30-60,30-60,60-90,0,0-30,0-30,0,0,NR,NR,30-60,NR,0-30,NR,NR,NR,NR,30-60,60-90
2020-12-18T21:25:08.478Z,cf0771c470f7248d6ba8d927360ed3c0,0-30,0-30,0,NR,30-60,90-120,90-120,NR,90-120,NR,0,NR,0-30,0-30,30-60,NR,NR,NR,NR,30-60,60-90,60-90,60-90,90-120,60-90,>120,NR,0-30,30-60,60-90,NR,60-90,0-30,30-60,0-30,60-90,30-60,60-90,90-120,0,0-30,0-30,0,0,NR,NR,30-60,NR,0-30,NR,NR,NR,NR,30-60,60-90
2020-12-18T21:41:32.555Z,2a1048babb7c76cb0faa90958fdbba11,0-30,0-30,0,NR,30-60,90-120,90-120,NR,90-120,NR,0,NR,0-30,0-30,30-60,NR,NR,NR,NR,30-60,60-90,60-90,60-90,90-120,60-90,>120,NR,0-30,30-60,60-90,NR,60-90,0-30,30-60,0-30,60-90,0-30,60-90,90-120,0,0-30,0-30,0,0-30,NR,NR,30-60,NR,30-60,NR,NR,NR,NR,30-60,60-90
2020-12-18T21:54:01.749Z,8cc5670864c15e3affecd75c4ed40c1c,0-30,0-30,0,NR,30-60,90-120,90-120,NR,90-120,NR,0,NR,0-30,0-30,30-60,NR,NR,NR,NR,30-60,60-90,60-90,60-90,90-120,60-90,>120,NR,0-30,30-60,60-90,NR,60-90,0-30,30-60,0-30,60-90,0-30,60-90,90-120,0,0-30,0-30,0,0-30,NR,NR,30-60,NR,30-60,NR,NR,NR,NR,30-60,60-90
2020-12-18T22:10:57.339Z,49a97a93e5a415f11e39348cd3ceff9f,0-30,60-90,0,NR,30-60,90-120,90-120,NR,90-120,NR,0,NR,60-90,0-30,30-60,NR,NR,NR,NR,30-60,60-90,60-90,60-90,60-90,60-90,>120,NR,0-30,30-60,60-90,NR,60-90,0-30,30-60,0-30,60-90,0-30,60-90,90-120,0,0-30,0-30,0,0-30,NR,NR,30-60,NR,30-60,NR,NR,NR,NR,30-60,60-90
2020-12-18T22:39:41.990Z,d708d4889b56ca537a9a95fced980f9e,0-30,60-90,0,NR,30-60,90-120,90-120,NR,90-120,NR,0,NR,60-90,0-30,30-60,NR,NR,NR,NR,30-60,60-90,60-90,60-90,60-90,60-90,>120,NR,0-30,30-60,60-90,NR,60-90,0-30,30-60,0-30,90-120,0-30,60-90,90-120,0,0-30,0-30,0,0-30,NR,NR,30-60,NR,30-60,NR,NR,NR,NR,60-90,60-90
2020-12-18T22:57:33.751Z,77f39120287ab1c1325ca01f1dee98d7,0-30,60-90,0,NR,30-60,90-120,90-120,NR,90-120,NR,0,NR,60-90,0-30,30-60,NR,NR,NR,NR,30-60,60-90,60-90,60-90,60-90,60-90,>120,NR,0-30,30-60,60-90,NR,60-90,0-30,0-30,0-30,90-120,0-30,60-90,90-120,0,0-30,0-30,0,0-30,NR,NR,30-60,NR,30-60,NR,NR,NR,NR,60-90,60-90
2020-12-18T23:26:00.320Z,a4fd3dd03219e83ba58c591bcbd84b3e,0-30,60-90,0,NR,30-60,90-120,90-120,NR,90-120,NR,0,NR,60-90,0-30,30-60,NR,NR,NR,NR,30-60,60-90,60-90,60-90,60-90,60-90,>120,NR,0-30,30-60,60-90,NR,60-90,0-30,0-30,0-30,90-120,0-30,60-90,90-120,0,0-30,0-30,0,0-30,NR,NR,30-60,NR,30-60,NR,NR,NR,NR,60-90,60-90
2020-12-19T13:02:18.042Z,82eac05967167303230c9abb21135285,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2020-12-19T13:30:17.932Z,e5a5a2ddc24b0029f97e53fdab0d1e62,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,0-30,NR,30-60,NR,0-30,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,60-90,NR,NR,NR,NR,NR,NR,NR,NR
